LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
2011;06;07;00;00;18.44;76.08;1005.37;24.04;12.98;95.00;53.00;1008.40;1003.40
2011;06;08;00;00;14.64;83.92;1008.65;15.99;12.86;94.00;77.00;1013.20;1005.00
2011;06;09;00;00;14.59;71.00;1015.62;17.71;11.01;88.00;58.00;1017.60;1013.20
2011;06;10;00;00;15.50;71.04;1015.87;20.30;11.14;86.00;51.00;1017.70;1013.80
2011;06;11;00;00;14.76;73.96;1018.12;17.47;11.80;90.00;58.00;1019.70;1016.80
2011;06;12;00;00;16.41;66.88;1017.70;20.91;11.05;89.00;50.00;1020.00;1015.20
2011;06;13;00;00;16.48;79.71;1017.57;18.72;14.22;95.00;64.00;1019.40;1016.10
2011;06;14;00;00;18.12;77.00;1018.81;21.53;13.98;90.00;65.00;1019.60;1018.00
2011;06;15;00;00;18.77;78.96;1018.24;22.41;14.77;97.00;62.00;1019.20;1017.00
2011;06;16;00;00;18.08;80.92;1015.88;22.41;14.85;98.00;64.00;1018.30;1014.30
2011;06;17;00;00;18.67;75.88;1013.29;24.73;12.16;95.00;52.00;1018.50;1006.70
2011;06;18;00;00;15.61;71.67;1011.13;17.70;10.93;86.00;60.00;1014.60;1008.30
2011;06;19;00;00;13.62;69.62;1017.00;17.08;10.55;81.00;56.00;1020.60;1014.10
2011;06;20;00;00;16.26;74.83;1018.05;21.21;8.01;89.00;59.00;1021.60;1015.70
2011;06;21;00;00;21.79;68.58;1016.44;27.06;15.53;90.00;49.00;1017.60;1014.90
2011;06;22;00;00;20.14;77.25;1015.46;26.55;16.23;97.00;50.00;1018.60;1012.60
2011;06;23;00;00;16.95;70.54;1019.29;20.54;13.90;92.00;51.00;1021.70;1018.30
2011;06;24;00;00;15.17;71.29;1023.20;18.39;10.90;93.00;54.00;1025.80;1022.00
2011;06;25;00;00;17.50;65.42;1025.71;22.44;10.79;89.00;45.00;1027.00;1024.40
2011;06;26;00;00;21.94;68.92;1022.93;27.31;16.17;83.00;58.00;1025.30;1020.20
2011;06;27;00;00;24.52;69.62;1018.80;30.86;16.71;97.00;51.00;1021.00;1016.60
2011;06;28;00;00;26.02;64.67;1014.81;31.15;19.25;100.00;46.00;1016.90;1012.30
2011;06;29;00;00;21.89;76.17;1016.30;24.74;16.00;94.00;62.00;1019.00;1013.50
2011;06;30;00;00;16.78;75.42;1020.53;19.94;13.02;94.00;55.00;1022.00;1018.90
2011;07;01;00;00;14.91;71.71;1021.40;18.54;10.94;92.00;50.00;1022.20;1020.50
2011;07;02;00;00;14.19;68.79;1016.90;18.76;9.47;89.00;48.00;1021.20;1014.10
2011;07;03;00;00;15.73;64.92;1014.42;20.99;9.96;88.00;45.00;1015.70;1012.70
2011;07;04;00;00;18.56;66.75;1013.70;24.79;11.53;85.00;45.00;1014.90;1012.40
2011;07;05;00;00;21.43;62.00;1013.24;26.14;15.82;86.00;44.00;1015.30;1010.90
2011;07;06;00;00;20.65;67.50;1011.45;23.44;16.05;81.00;56.00;1012.40;1010.60
2011;07;07;00;00;18.69;82.29;1010.58;23.04;15.09;93.00;64.00;1012.80;1007.90
2011;07;08;00;00;18.26;74.12;1013.97;22.75;13.00;88.00;59.00;1015.00;1012.30
2011;07;09;00;00;21.31;70.38;1016.55;25.67;16.43;91.00;55.00;1019.10;1014.60
2011;07;10;00;00;19.36;86.12;1017.75;22.25;17.42;92.00;80.00;1019.00;1016.00
2011;07;11;00;00;19.97;79.42;1018.02;25.03;15.03;97.00;57.00;1019.70;1015.60
2011;07;12;00;00;23.95;67.38;1011.26;31.45;15.55;90.00;46.00;1016.20;1006.80
2011;07;13;00;00;18.44;89.42;1010.14;22.82;15.28;97.00;62.00;1014.30;1007.90
2011;07;14;00;00;15.42;71.67;1018.22;18.81;11.58;92.00;52.00;1020.40;1015.30
2011;07;15;00;00;16.49;65.08;1019.96;20.78;10.62;89.00;49.00;1021.40;1017.80
2011;07;16;00;00;19.04;63.54;1011.77;24.37;12.47;86.00;48.00;1017.80;1004.60
2011;07;17;00;00;17.19;77.00;1004.84;20.78;12.68;92.00;61.00;1007.50;1002.00
2011;07;18;00;00;15.54;68.25;1007.32;18.80;11.04;83.00;55.00;1008.20;1006.20
2011;07;19;00;00;14.83;80.25;1003.33;21.46;10.98;93.00;53.00;1006.00;999.00
2011;07;20;00;00;14.30;79.83;1009.59;17.53;11.67;90.00;66.00;1012.40;1005.00
2011;07;21;00;00;14.08;83.58;1010.40;16.95;9.31;94.00;75.00;1012.00;1009.40
2011;07;22;00;00;15.16;82.12;1011.53;17.56;11.64;90.00;72.00;1012.20;1010.40
2011;07;23;00;00;14.40;80.46;1011.84;17.69;11.90;97.00;55.00;1013.10;1010.10
2011;07;24;00;00;12.98;74.12;1013.34;16.31;9.43;93.00;56.00;1014.90;1011.70
2011;07;25;00;00;15.70;70.96;1010.98;19.97;10.48;91.00;56.00;1013.00;1008.50
2011;07;26;00;00;16.77;71.17;1012.22;20.56;13.33;78.00;62.00;1014.60;1010.30
2011;07;27;00;00;16.94;83.33;1016.48;18.73;14.60;97.00;75.00;1017.80;1014.70
2011;07;28;00;00;16.86;79.79;1018.74;18.84;13.72;95.00;69.00;1020.00;1017.60
2011;07;29;00;00;17.99;75.88;1018.20;21.79;13.64;90.00;62.00;1020.00;1016.60
2011;07;30;00;00;17.30;75.38;1016.72;20.49;12.94;96.00;62.00;1018.00;1015.50
2011;07;31;00;00;16.45;74.62;1015.78;20.94;11.61;93.00;56.00;1017.80;1014.00
2011;08;01;00;00;17.61;77.12;1014.54;23.55;10.98;96.00;62.00;1016.20;1012.50
2011;08;02;00;00;21.78;66.21;1014.62;27.31;14.94;82.00;50.00;1015.70;1013.10
2011;08;03;00;00;21.07;69.75;1016.83;25.43;18.11;83.00;51.00;1018.80;1014.60
2011;08;04;00;00;21.07;74.67;1017.13;24.64;17.17;89.00;60.00;1018.90;1014.80
2011;08;05;00;00;20.70;76.00;1014.99;22.14;18.00;87.00;69.00;1015.90;1013.70
2011;08;06;00;00;21.24;77.12;1008.62;26.97;16.73;91.00;52.00;1014.10;1005.40
2011;08;07;00;00;19.13;74.25;1008.70;21.52;16.49;85.00;67.00;1010.10;1005.30
2011;08;08;00;00;16.13;69.21;1012.48;17.98;12.48;84.00;60.00;1018.30;1008.50
2011;08;09;00;00;14.64;72.71;1021.57;18.14;11.26;88.00;59.00;1025.10;1018.50
2011;08;10;00;00;15.34;69.17;1025.15;19.22;11.19;96.00;48.00;1028.00;1021.90
2011;08;11;00;00;18.54;60.33;1017.93;24.49;12.30;80.00;46.00;1021.80;1014.10
2011;08;12;00;00;19.19;70.50;1014.62;24.16;13.31;95.00;54.00;1015.90;1013.50
2011;08;13;00;00;20.57;74.50;1012.16;24.73;15.03;94.00;60.00;1014.20;1010.10
2011;08;14;00;00;21.20;77.25;1010.14;26.56;18.06;89.00;59.00;1011.20;1008.70
2011;08;15;00;00;19.74;79.75;1015.15;22.46;17.31;97.00;64.00;1019.10;1010.80
2011;08;16;00;00;19.94;75.75;1018.17;25.01;14.97;97.00;53.00;1019.60;1016.60
2011;08;17;00;00;21.98;71.00;1015.60;27.35;15.46;92.00;54.00;1017.90;1013.10
2011;08;18;00;00;25.33;65.79;1013.80;32.05;19.67;86.00;38.00;1015.10;1011.90
2011;08;19;00;00;24.54;68.12;1017.85;27.74;20.75;86.00;34.00;1019.80;1014.30
2011;08;20;00;00;23.22;78.88;1019.97;28.53;17.50;97.00;59.00;1021.50;1018.80
2011;08;21;00;00;25.52;64.79;1017.15;31.70;18.62;87.00;46.00;1019.00;1014.40
2011;08;22;00;00;26.70;64.83;1015.56;31.88;21.45;84.00;52.00;1017.60;1013.80
2011;08;23;00;00;26.73;57.46;1014.31;32.05;20.13;86.00;42.00;1015.40;1013.10
2011;08;24;00;00;24.67;67.17;1015.27;29.37;20.61;87.00;49.00;1016.20;1013.90
2011;08;25;00;00;23.33;75.25;1013.51;28.66;18.00;97.00;55.00;1015.30;1011.30
2011;08;26;00;00;21.19;74.12;1008.52;29.93;13.14;87.00;57.00;1014.40;1003.50
2011;08;27;00;00;14.17;71.79;1017.70;16.97;11.38;89.00;60.00;1022.30;1014.00
2011;08;28;00;00;15.86;69.71;1020.60;21.13;10.55;94.00;49.00;1022.60;1018.20
2011;08;29;00;00;16.96;66.75;1017.59;20.38;12.25;89.00;50.00;1019.10;1016.20
2011;08;30;00;00;16.02;73.38;1015.61;20.77;11.86;95.00;52.00;1017.60;1013.40
2011;08;31;00;00;16.86;69.29;1013.29;22.54;11.18;87.00;54.00;1014.60;1011.60
2011;09;01;00;00;20.24;73.71;1013.31;24.92;14.57;91.00;60.00;1014.40;1011.80
2011;09;02;00;00;22.37;69.12;1013.05;27.30;17.68;94.00;55.00;1013.80;1011.90
2011;09;03;00;00;23.28;68.12;1012.00;28.33;17.66;83.00;51.00;1014.00;1010.20
2011;09;04;00;00;19.83;87.33;1012.40;22.72;17.90;96.00;74.00;1013.20;1011.80
2011;09;05;00;00;16.87;74.88;1019.16;19.76;11.91;95.00;57.00;1025.50;1013.10
2011;09;06;00;00;16.29;69.96;1022.77;21.49;11.13;93.00;55.00;1026.40;1019.00
2011;09;07;00;00;18.11;64.83;1017.53;21.09;16.16;74.00;51.00;1019.30;1016.40
2011;09;08;00;00;17.79;72.42;1015.70;21.52;14.71;93.00;53.00;1017.10;1014.10
2011;09;09;00;00;21.13;76.04;1014.57;24.57;17.38;88.00;66.00;1016.30;1013.20
2011;09;10;00;00;22.29;75.46;1012.40;28.30;15.72;93.00;57.00;1013.70;1010.80
2011;09;11;00;00;21.22;75.21;1013.87;26.37;17.89;94.00;55.00;1015.40;1011.90
2011;09;12;00;00;18.83;70.33;1017.39;23.32;14.50;96.00;45.00;1019.50;1015.40
2011;09;13;00;00;19.81;76.88;1016.71;23.97;16.05;89.00;64.00;1018.00;1015.50
2011;09;14;00;00;16.68;73.62;1019.54;20.16;13.10;94.00;55.00;1021.30;1017.20
2011;09;15;00;00;15.05;73.33;1019.88;20.21;10.58;90.00;57.00;1021.60;1018.00
2011;09;16;00;00;17.93;77.29;1016.70;24.46;10.28;93.00;58.00;1018.70;1014.40
2011;09;17;00;00;19.28;79.88;1013.53;23.01;16.12;93.00;68.00;1016.00;1009.80
2011;09;18;00;00;13.69;76.08;1009.39;16.92;8.72;96.00;54.00;1011.40;1006.80
2011;09;19;00;00;11.31;79.12;1014.59;13.63;7.66;85.00;72.00;1021.40;1010.50
2011;09;20;00;00;13.35;77.17;1023.49;18.22;7.85;96.00;59.00;1025.80;1021.40
2011;09;21;00;00;14.83;71.50;1020.88;20.04;8.89;88.00;54.00;1022.40;1019.10
2011;09;22;00;00;16.14;76.96;1020.00;20.56;12.39;94.00;62.00;1021.00;1018.90
2011;09;23;00;00;15.17;79.75;1018.23;20.40;10.81;95.00;61.00;1020.30;1015.80
2011;09;24;00;00;17.36;77.25;1015.61;23.00;10.22;94.00;60.00;1016.50;1014.50
2011;09;25;00;00;19.62;71.00;1019.48;23.83;16.02;86.00;57.00;1022.20;1016.70
2011;09;26;00;00;19.44;68.38;1024.08;23.59;15.26;81.00;54.00;1025.90;1022.30
2011;09;27;00;00;19.67;67.17;1027.08;24.27;15.85;79.00;55.00;1028.20;1025.70
2011;09;28;00;00;17.48;74.50;1027.09;24.73;12.35;89.00;49.00;1028.10;1025.20
2011;09;29;00;00;18.23;76.12;1026.13;23.91;12.99;94.00;61.00;1027.80;1024.30
2011;09;30;00;00;18.05;70.42;1025.54;22.86;11.39;89.00;59.00;1026.70;1024.20
2011;10;01;00;00;18.83;69.62;1025.37;23.55;14.05;86.00;55.00;1026.60;1024.30
2011;10;02;00;00;18.65;69.79;1024.67;23.17;14.11;84.00;56.00;1026.10;1023.10
2011;10;03;00;00;18.24;66.79;1023.55;23.32;14.36;80.00;47.00;1024.30;1022.30
2011;10;04;00;00;17.72;65.71;1023.79;23.18;13.51;94.00;46.00;1025.10;1022.00
2011;10;05;00;00;16.97;75.75;1023.37;20.17;14.58;88.00;61.00;1024.80;1021.90
2011;10;06;00;00;16.40;75.58;1016.98;20.68;11.65;96.00;60.00;1022.30;1010.90
2011;10;07;00;00;10.21;74.00;1017.38;12.03;8.27;88.00;58.00;1019.60;1014.40
2011;10;08;00;00;9.25;84.04;1018.40;10.61;7.96;89.00;76.00;1020.00;1017.00
2011;10;09;00;00;10.42;81.21;1022.00;13.99;7.78;93.00;64.00;1024.10;1018.40
2011;10;10;00;00;14.76;84.42;1023.04;18.58;9.39;94.00;76.00;1024.90;1020.20
2011;10;11;00;00;15.53;81.71;1024.54;19.24;12.90;93.00;66.00;1025.90;1022.80
2011;10;12;00;00;13.95;83.38;1023.10;16.67;11.55;96.00;66.00;1024.70;1021.50
2011;10;13;00;00;13.41;83.88;1024.99;16.41;11.14;91.00;72.00;1027.10;1022.30
2011;10;14;00;00;10.37;67.17;1027.67;14.23;6.53;95.00;44.00;1029.10;1026.20
2011;10;15;00;00;7.58;74.88;1027.15;13.52;3.19;95.00;59.00;1028.90;1024.90
2011;10;16;00;00;9.58;81.04;1025.55;15.31;2.65;94.00;67.00;1026.80;1024.10
2011;10;17;00;00;12.15;75.83;1023.68;16.63;6.95;89.00;59.00;1025.80;1021.20
2011;10;18;00;00;13.43;70.04;1017.15;20.67;6.91;91.00;43.00;1021.40;1013.20
2011;10;19;00;00;6.40;87.50;1019.79;12.60;3.82;95.00;75.00;1023.90;1014.50
2011;10;20;00;00;7.39;79.50;1026.12;10.39;4.66;92.00;59.00;1028.10;1024.10
2011;10;21;00;00;5.59;80.62;1026.70;11.39;2.26;95.00;52.00;1028.60;1024.50
2011;10;22;00;00;6.49;74.75;1022.73;12.70;1.48;87.00;63.00;1025.50;1020.30
2011;10;23;00;00;7.53;73.58;1018.33;13.62;1.59;89.00;60.00;1021.40;1014.60
2011;10;24;00;00;7.92;69.67;1009.28;13.25;2.89;91.00;57.00;1015.40;1005.00
2011;10;25;00;00;10.91;71.96;1005.09;15.32;7.18;80.00;59.00;1009.70;1002.90
2011;10;26;00;00;11.16;74.83;1014.35;14.72;7.97;92.00;60.00;1016.20;1010.20
2011;10;27;00;00;10.34;77.38;1015.81;14.90;5.90;86.00;67.00;1018.70;1014.10
2011;10;28;00;00;11.12;70.67;1023.18;16.47;5.35;89.00;59.00;1025.60;1019.60
2011;10;29;00;00;12.78;74.83;1024.84;16.68;7.20;88.00;66.00;1026.20;1023.20
2011;10;30;00;00;14.18;74.71;1023.12;16.06;12.13;85.00;69.00;1024.60;1021.50
2011;10;31;00;00;12.55;80.71;1018.84;15.96;8.72;95.00;69.00;1021.60;1015.80
2011;11;01;00;00;12.24;74.58;1017.07;17.20;6.11;88.00;64.00;1018.30;1016.10
2011;11;02;00;00;12.01;70.62;1014.74;16.10;6.48;91.00;57.00;1018.30;1010.50
2011;11;03;00;00;11.40;71.50;1007.81;16.46;6.39;81.00;62.00;1010.80;1003.80
2011;11;04;00;00;11.35;81.92;1004.64;13.37;8.83;96.00;68.00;1005.90;1003.30
2011;11;05;00;00;11.54;86.12;1004.71;14.87;8.55;96.00;74.00;1006.50;1003.40
2011;11;06;00;00;10.49;87.79;1009.55;15.06;6.90;96.00;74.00;1012.30;1006.90
2011;11;07;00;00;9.70;91.08;1014.68;11.53;7.91;97.00;84.00;1016.30;1011.80
2011;11;08;00;00;10.66;81.67;1016.59;14.27;7.01;96.00;70.00;1018.80;1015.60
2011;11;09;00;00;10.11;73.38;1020.22;14.87;4.73;87.00;60.00;1021.60;1018.40
2011;11;10;00;00;7.90;78.58;1020.88;12.47;3.51;87.00;69.00;1022.40;1019.50
2011;11;11;00;00;6.80;81.04;1021.74;11.73;2.61;94.00;69.00;1025.60;1020.30
2011;11;12;00;00;7.43;79.62;1029.78;13.62;2.09;92.00;64.00;1031.90;1026.10
2011;11;13;00;00;6.31;81.50;1031.27;11.77;0.22;96.00;68.00;1033.00;1029.90
2011;11;14;00;00;4.16;76.25;1026.48;9.87;-1.33;96.00;59.00;1030.60;1023.20
2011;11;15;00;00;3.00;70.12;1020.89;9.29;-2.97;93.00;52.00;1022.80;1018.50
2011;11;16;00;00;2.77;73.00;1021.58;7.25;-3.12;86.00;59.00;1023.20;1020.20
2011;11;17;00;00;6.43;64.58;1024.87;11.19;2.87;79.00;44.00;1025.80;1023.50
2011;11;18;00;00;6.91;76.12;1024.12;11.45;3.74;92.00;55.00;1025.90;1022.00
2011;11;19;00;00;6.18;59.75;1021.76;11.52;-0.13;82.00;37.00;1023.00;1020.10
2011;11;20;00;00;7.43;59.42;1021.47;12.32;3.04;81.00;42.00;1022.90;1019.80
2011;11;21;00;00;6.84;72.25;1018.57;11.72;1.74;87.00;59.00;1020.90;1016.30
2011;11;22;00;00;6.27;70.67;1018.68;10.02;1.60;86.00;61.00;1020.90;1017.60
2011;11;23;00;00;5.64;73.50;1025.24;8.41;3.68;82.00;68.00;1030.00;1021.30
2011;11;24;00;00;3.33;72.29;1031.91;6.18;-1.43;84.00;64.00;1034.30;1029.90
2011;11;25;00;00;3.19;68.88;1030.97;8.04;-1.15;81.00;56.00;1032.20;1029.10
2011;11;26;00;00;5.27;71.79;1032.80;7.69;2.63;89.00;58.00;1035.40;1030.80
2011;11;27;00;00;5.59;79.62;1028.79;10.09;2.68;99.00;59.00;1030.90;1026.10
2011;11;28;00;00;6.18;81.04;1027.27;8.36;4.02;87.00;75.00;1029.60;1025.00
2011;11;29;00;00;6.91;76.92;1022.70;11.80;1.43;87.00;58.00;1025.40;1020.20
2011;11;30;00;00;10.26;79.21;1026.26;12.82;7.50;90.00;69.00;1028.30;1022.30
2011;12;01;00;00;8.50;80.71;1021.77;13.45;3.70;93.00;59.00;1025.90;1015.90
2011;12;02;00;00;8.58;77.42;1015.61;13.17;5.30;96.00;49.00;1019.20;1013.00
2011;12;03;00;00;6.97;75.38;1016.50;8.91;5.05;92.00;53.00;1019.80;1012.00
2011;12;04;00;00;10.80;74.67;1008.60;12.98;7.98;81.00;70.00;1011.70;1001.50
2011;12;05;00;00;7.08;76.58;1009.46;12.18;3.97;87.00;72.00;1014.70;1000.30
2011;12;06;00;00;5.50;78.88;1013.92;7.01;4.42;85.00;74.00;1016.50;1011.80
2011;12;07;00;00;8.19;79.75;1013.98;10.97;5.02;89.00;75.00;1020.50;1010.80
2011;12;08;00;00;7.15;75.38;1023.97;9.84;4.65;89.00;58.00;1028.30;1019.20
2011;12;09;00;00;10.40;71.17;1016.14;12.91;7.22;93.00;65.00;1019.00;1014.00
2011;12;10;00;00;6.22;91.42;1017.60;9.04;4.01;94.00;88.00;1020.40;1015.10
2011;12;11;00;00;5.75;89.71;1017.40;8.37;3.96;94.00;83.00;1020.80;1013.60
2011;12;12;00;00;6.47;74.96;1014.14;9.39;2.05;86.00;63.00;1020.80;1008.60
2011;12;13;00;00;7.05;61.75;1011.42;10.73;1.55;81.00;32.00;1019.60;1007.00
2011;12;14;00;00;8.71;73.75;1009.44;11.36;5.61;86.00;64.00;1013.50;1006.70
2011;12;15;00;00;6.38;72.96;1011.92;7.72;5.10;78.00;66.00;1014.10;1008.00
2011;12;16;00;00;6.79;73.33;993.26;10.01;2.38;85.00;64.00;1006.20;983.60
2011;12;17;00;00;2.58;85.08;1005.80;4.67;1.50;91.00;77.00;1012.10;996.80
2011;12;18;00;00;2.14;84.08;1013.65;3.57;-0.54;91.00;73.00;1019.70;1009.60
2011;12;19;00;00;-0.25;81.62;1021.16;1.98;-3.30;95.00;70.00;1024.20;1017.90
2011;12;20;00;00;2.09;87.21;1015.65;4.03;-0.86;96.00;72.00;1021.80;1011.90
2011;12;21;00;00;3.80;87.00;1021.36;4.96;2.38;93.00;80.00;1022.80;1020.20
2011;12;22;00;00;7.05;89.54;1025.72;9.00;4.76;93.00;86.00;1029.00;1023.20
2011;12;23;00;00;6.78;87.50;1026.17;8.72;4.28;97.00;75.00;1029.80;1022.40
2011;12;24;00;00;4.01;83.08;1028.05;6.85;0.66;94.00;75.00;1035.70;1019.30
2011;12;25;00;00;2.91;76.00;1037.71;6.30;0.37;94.00;65.00;1040.00;1035.70
2011;12;26;00;00;3.88;73.46;1039.15;6.76;1.76;83.00;66.00;1040.50;1037.60
2011;12;27;00;00;3.22;84.17;1036.85;5.77;1.71;96.00;71.00;1038.60;1035.00
2011;12;28;00;00;3.20;79.04;1031.05;7.42;-0.36;96.00;59.00;1035.70;1027.60
2011;12;29;00;00;4.13;83.62;1028.07;5.61;2.34;92.00;72.00;1030.80;1022.80
2011;12;30;00;00;3.86;81.62;1019.29;4.76;3.20;87.00;73.00;1022.50;1015.90
2011;12;31;00;00;6.88;85.46;1016.84;10.51;2.45;93.00;74.00;1020.60;1015.10
2012;01;01;00;00;11.22;80.12;1018.41;14.46;8.13;89.00;68.00;1020.20;1015.90
2012;01;02;00;00;8.94;75.96;1015.75;11.72;5.52;87.00;66.00;1022.90;1011.50
2012;01;03;00;00;6.13;74.25;1023.40;10.30;0.84;91.00;49.00;1027.90;1017.60
2012;01;04;00;00;6.89;74.79;1022.85;9.62;4.54;86.00;63.00;1027.70;1015.90
2012;01;05;00;00;6.66;74.58;1007.99;9.32;4.92;83.00;66.00;1023.10;998.20
2012;01;06;00;00;3.61;78.29;1018.79;5.79;1.29;86.00;68.00;1028.30;1006.50
2012;01;07;00;00;4.12;80.29;1024.75;6.70;0.12;89.00;59.00;1028.60;1021.70
2012;01;08;00;00;5.30;84.83;1024.40;6.51;4.12;90.00;75.00;1027.50;1022.50
2012;01;09;00;00;4.86;84.00;1031.23;6.67;2.99;92.00;74.00;1033.10;1027.70
2012;01;10;00;00;6.42;85.29;1034.64;8.54;3.92;93.00;78.00;1035.90;1032.10
2012;01;11;00;00;3.48;91.04;1036.02;6.53;0.90;96.00;85.00;1036.90;1034.10
2012;01;12;00;00;2.55;75.67;1031.40;7.38;-0.01;96.00;62.00;1035.60;1028.50
2012;01;13;00;00;3.36;83.00;1029.41;5.62;0.09;96.00;68.00;1030.80;1028.10
2012;01;14;00;00;0.47;84.33;1027.88;5.23;-2.77;100.00;56.00;1031.50;1025.20
2012;01;15;00;00;-0.55;77.54;1023.45;4.75;-3.77;100.00;50.00;1026.20;1021.10
2012;01;16;00;00;-1.78;78.71;1024.19;3.45;-4.98;98.00;45.00;1027.00;1022.60
2012;01;17;00;00;-0.62;73.21;1030.20;4.16;-4.88;87.00;64.00;1032.10;1027.20
2012;01;18;00;00;1.95;60.29;1032.52;5.40;-0.89;78.00;50.00;1034.40;1031.00
2012;01;19;00;00;6.99;77.62;1026.07;11.06;0.25;96.00;62.00;1032.00;1019.60
2012;01;20;00;00;6.64;81.67;1019.20;9.63;5.28;90.00;69.00;1021.60;1016.20
2012;01;21;00;00;7.41;82.54;1016.72;10.26;2.64;94.00;72.00;1020.40;1012.70
2012;01;22;00;00;7.25;81.88;1016.92;9.56;5.57;90.00;73.00;1018.70;1013.70
2012;01;23;00;00;6.50;81.58;1018.75;8.13;5.21;92.00;70.00;1019.60;1018.00
2012;01;24;00;00;4.71;80.08;1021.72;6.14;3.83;91.00;64.00;1023.60;1018.70
2012;01;25;00;00;4.72;80.46;1021.38;7.24;2.48;93.00;70.00;1022.70;1019.80
2012;01;26;00;00;4.48;78.42;1018.81;8.47;0.01;91.00;67.00;1020.20;1017.00
2012;01;27;00;00;5.95;84.79;1022.85;7.78;3.72;95.00;76.00;1025.80;1020.20
2012;01;28;00;00;4.47;78.83;1025.34;6.09;2.39;90.00;67.00;1026.50;1023.60
2012;01;29;00;00;2.51;77.75;1022.76;5.34;-1.68;96.00;63.00;1024.00;1021.10
2012;01;30;00;00;0.81;82.79;1024.84;4.36;-2.21;96.00;63.00;1025.50;1023.90
2012;01;31;00;00;1.24;79.54;1019.61;4.09;-1.86;96.00;65.00;1023.50;1016.90
2012;02;01;00;00;-1.90;70.00;1020.79;1.16;-4.34;93.00;48.00;1022.70;1019.00
2012;02;02;00;00;-3.95;65.88;1022.24;-2.31;-5.95;81.00;56.00;1025.20;1019.50
2012;02;03;00;00;-6.42;58.92;1029.28;-3.31;-9.56;77.00;49.00;1032.40;1025.60
2012;02;04;00;00;-7.64;62.29;1033.33;-3.71;-12.52;87.00;39.00;1034.60;1031.70
2012;02;05;00;00;-6.97;62.38;1030.93;-2.43;-10.91;81.00;46.00;1033.60;1028.40
2012;02;06;00;00;-7.03;66.88;1032.30;-3.31;-11.51;92.00;48.00;1033.70;1030.80
2012;02;07;00;00;-7.06;64.92;1030.96;-4.39;-11.65;80.00;55.00;1032.50;1029.80
2012;02;08;00;00;-4.92;71.92;1031.47;-0.80;-8.49;97.00;60.00;1034.30;1029.30
2012;02;09;00;00;-4.92;79.83;1033.54;-0.50;-9.60;100.00;56.00;1035.70;1030.70
2012;02;10;00;00;-5.12;68.96;1032.88;-2.13;-8.87;96.00;47.00;1034.70;1031.50
2012;02;11;00;00;-5.23;63.33;1029.12;-1.65;-8.77;72.00;53.00;1031.50;1027.20
2012;02;12;00;00;-5.66;73.88;1029.58;-0.60;-10.56;89.00;57.00;1031.30;1027.60
2012;02;13;00;00;-3.69;71.58;1025.74;1.17;-9.14;89.00;52.00;1029.70;1018.80
2012;02;14;00;00;0.83;80.46;1018.86;4.32;-3.85;94.00;64.00;1020.10;1015.90
2012;02;15;00;00;2.63;88.50;1017.41;5.08;0.68;97.00;76.00;1020.70;1014.90
2012;02;16;00;00;3.09;83.12;1025.20;5.40;0.74;100.00;67.00;1028.70;1021.30
2012;02;17;00;00;3.09;78.58;1027.11;6.90;0.19;89.00;71.00;1028.70;1025.70
2012;02;18;00;00;4.96;75.96;1021.15;9.79;1.08;83.00;66.00;1025.60;1015.80
2012;02;19;00;00;4.82;73.12;1020.06;6.77;1.13;91.00;53.00;1027.80;1014.00
2012;02;20;00;00;1.08;78.83;1031.61;5.50;-2.16;100.00;45.00;1034.10;1028.50
2012;02;21;00;00;0.29;77.17;1032.96;4.57;-3.46;100.00;64.00;1034.40;1031.70
2012;02;22;00;00;2.85;72.79;1030.82;6.77;-1.61;80.00;64.00;1033.80;1027.20
2012;02;23;00;00;5.27;65.29;1028.51;8.11;2.36;81.00;41.00;1030.40;1026.40
2012;02;24;00;00;7.93;81.08;1029.45;12.88;4.16;90.00;75.00;1030.90;1027.60
2012;02;25;00;00;8.47;91.33;1025.10;10.66;7.33;97.00;82.00;1028.80;1022.00
