LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
2012;02;26;00;00;5.92;79.38;1024.78;8.23;2.25;96.00;63.00;1027.60;1022.10
2012;02;27;00;00;4.79;76.96;1027.55;8.48;1.25;96.00;57.00;1030.00;1025.80
2012;02;28;00;00;6.85;71.79;1026.30;11.25;3.02;88.00;58.00;1027.30;1025.10
2012;02;29;00;00;8.21;85.42;1024.86;13.84;3.42;97.00;72.00;1026.50;1022.50
2012;03;01;00;00;9.90;86.12;1023.78;14.84;4.79;99.00;72.00;1025.20;1023.00
2012;03;02;00;00;11.64;81.54;1024.18;16.15;7.24;93.00;69.00;1026.10;1021.80
2012;03;03;00;00;11.39;71.88;1022.92;15.46;6.71;97.00;56.00;1025.10;1021.80
2012;03;04;00;00;9.58;78.12;1019.92;13.77;4.78;96.00;62.00;1025.30;1012.90
2012;03;05;00;00;5.08;69.04;1021.25;9.91;2.54;81.00;50.00;1024.20;1012.40
2012;03;06;00;00;4.48;70.54;1024.02;8.97;0.39;87.00;53.00;1027.00;1022.80
2012;03;07;00;00;5.43;70.88;1024.73;10.80;1.11;86.00;57.00;1028.10;1020.50
2012;03;08;00;00;4.93;73.67;1027.81;6.55;3.12;89.00;62.00;1035.40;1021.00
2012;03;09;00;00;4.38;72.25;1036.81;9.95;0.06;95.00;35.00;1039.10;1035.10
2012;03;10;00;00;5.64;66.00;1035.92;11.07;1.70;77.00;48.00;1038.30;1033.40
2012;03;11;00;00;7.22;79.00;1033.08;10.22;3.71;84.00;72.00;1035.40;1031.70
2012;03;12;00;00;7.55;82.75;1032.00;12.95;2.03;96.00;67.00;1033.60;1029.90
2012;03;13;00;00;7.99;84.67;1030.81;14.18;3.46;97.00;69.00;1032.50;1028.80
2012;03;14;00;00;8.81;79.29;1029.88;14.91;3.21;96.00;60.00;1031.60;1028.00
2012;03;15;00;00;11.02;74.12;1028.18;17.81;3.04;98.00;51.00;1030.60;1025.80
2012;03;16;00;00;12.47;58.29;1024.51;17.75;6.19;83.00;26.00;1027.40;1021.20
2012;03;17;00;00;12.57;54.25;1020.05;17.82;6.94;86.00;30.00;1022.90;1016.90
2012;03;18;00;00;7.05;83.96;1018.81;10.35;5.40;94.00;63.00;1022.50;1015.40
2012;03;19;00;00;6.80;82.83;1027.30;9.04;4.41;92.00;73.00;1031.80;1023.20
2012;03;20;00;00;6.83;79.08;1033.63;12.61;1.50;95.00;59.00;1035.70;1032.30
2012;03;21;00;00;9.71;67.42;1033.10;16.24;2.57;94.00;50.00;1035.40;1030.40
2012;03;22;00;00;11.12;73.62;1027.83;16.44;5.11;86.00;63.00;1031.90;1024.40
2012;03;23;00;00;11.78;72.17;1024.63;17.72;4.50;93.00;60.00;1026.50;1022.60
2012;03;24;00;00;13.00;72.71;1024.13;17.82;8.20;95.00;50.00;1025.40;1022.90
2012;03;25;00;00;12.32;68.04;1027.05;18.13;7.04;96.00;45.00;1028.80;1025.50
2012;03;26;00;00;11.11;70.17;1030.11;17.82;5.20;92.00;48.00;1031.80;1028.20
2012;03;27;00;00;10.97;70.25;1030.60;17.13;5.88;91.00;55.00;1032.40;1028.20
2012;03;28;00;00;12.05;67.67;1027.46;18.94;6.37;80.00;56.00;1030.30;1024.70
2012;03;29;00;00;13.03;60.83;1022.09;17.94;8.28;83.00;41.00;1025.80;1018.60
2012;03;30;00;00;11.16;71.21;1019.88;14.56;7.60;91.00;61.00;1021.40;1017.80
2012;03;31;00;00;11.01;76.04;1014.03;15.62;7.21;97.00;58.00;1017.60;1011.20
2012;04;01;00;00;7.50;59.92;1015.33;12.84;3.77;82.00;33.00;1017.50;1012.80
2012;04;02;00;00;9.57;58.21;1009.83;16.74;1.84;84.00;42.00;1014.90;1005.60
2012;04;03;00;00;12.46;73.79;1004.11;16.84;7.98;91.00;59.00;1005.80;1002.40
2012;04;04;00;00;10.62;82.38;1007.02;12.90;8.66;95.00;70.00;1008.90;1005.50
2012;04;05;00;00;9.66;89.33;1010.47;11.81;7.26;96.00;79.00;1012.00;1008.20
2012;04;06;00;00;10.07;82.04;1009.54;14.23;5.39;96.00;65.00;1012.20;1006.50
2012;04;07;00;00;8.91;73.92;1006.48;11.22;6.53;95.00;57.00;1008.50;1005.40
2012;04;08;00;00;5.30;66.33;1013.80;7.79;2.51;88.00;47.00;1017.00;1008.80
2012;04;09;00;00;7.42;71.79;1010.79;12.97;1.85;83.00;62.00;1016.50;1005.00
2012;04;10;00;00;12.38;66.75;1000.62;16.21;8.23;94.00;45.00;1004.70;997.60
2012;04;11;00;00;9.32;71.33;1001.56;11.81;6.91;97.00;53.00;1003.00;998.10
2012;04;12;00;00;8.91;72.00;1003.97;11.73;5.57;86.00;61.00;1005.40;1002.60
2012;04;13;00;00;8.36;75.00;1003.76;13.56;3.94;97.00;50.00;1006.30;1001.10
2012;04;14;00;00;8.34;80.21;999.86;12.66;3.93;92.00;61.00;1001.90;998.10
2012;04;15;00;00;7.93;84.21;1001.61;10.03;5.43;95.00;73.00;1007.10;997.60
2012;04;16;00;00;7.00;74.92;1014.00;9.91;4.71;94.00;58.00;1017.90;1008.00
2012;04;17;00;00;6.82;70.96;1012.20;12.11;0.37;92.00;54.00;1018.50;1004.70
2012;04;18;00;00;9.41;64.00;998.57;13.19;6.19;80.00;47.00;1005.40;993.20
2012;04;19;00;00;8.50;74.54;993.54;12.03;2.74;94.00;60.00;995.60;991.90
2012;04;20;00;00;8.40;70.17;999.97;10.99;5.09;91.00;56.00;1003.50;995.90
2012;04;21;00;00;8.85;72.62;1003.77;12.88;4.22;95.00;57.00;1007.00;1001.90
2012;04;22;00;00;7.53;73.83;1010.81;10.04;4.78;84.00;59.00;1012.50;1008.10
2012;04;23;00;00;9.33;66.75;1005.57;14.81;4.33;88.00;43.00;1012.00;999.30
2012;04;24;00;00;8.88;69.96;999.88;11.05;6.72;82.00;55.00;1006.30;996.70
2012;04;25;00;00;10.74;63.67;1004.75;16.06;2.48;93.00;37.00;1008.30;1001.30
2012;04;26;00;00;15.02;64.79;1007.77;21.90;8.19;81.00;40.00;1012.50;1003.80
2012;04;27;00;00;17.11;67.75;1013.34;24.00;10.38;81.00;50.00;1015.10;1010.70
2012;04;28;00;00;19.57;65.17;1011.45;27.35;12.57;83.00;41.00;1014.80;1008.00
2012;04;29;00;00;16.73;75.54;1008.90;21.50;13.84;97.00;57.00;1015.00;1004.90
2012;04;30;00;00;16.96;71.38;1011.90;21.60;12.42;96.00;50.00;1016.10;1005.90
2012;05;01;00;00;14.60;70.96;1015.32;19.02;9.87;96.00;46.00;1016.90;1013.40
2012;05;02;00;00;14.18;77.46;1013.99;17.52;10.85;97.00;57.00;1016.80;1012.60
2012;05;03;00;00;13.75;71.21;1013.35;19.00;7.16;96.00;54.00;1017.00;1009.80
2012;05;04;00;00;16.31;66.00;1006.50;21.47;10.87;89.00;45.00;1010.50;1002.60
2012;05;05;00;00;13.36;73.88;1006.87;17.00;10.50;92.00;61.00;1009.30;1004.90
2012;05;06;00;00;11.95;76.33;1010.67;14.93;9.11;92.00;59.00;1014.70;1008.20
2012;05;07;00;00;12.63;73.08;1017.83;15.91;8.84;93.00;58.00;1019.50;1015.20
2012;05;08;00;00;14.60;70.75;1015.39;21.57;8.52;93.00;38.00;1018.90;1012.50
2012;05;09;00;00;16.02;78.46;1018.02;19.50;11.40;90.00;70.00;1021.20;1015.40
2012;05;10;00;00;20.09;68.71;1021.32;26.31;12.95;88.00;40.00;1022.50;1020.10
2012;05;11;00;00;22.73;63.29;1022.55;28.03;17.41;96.00;41.00;1025.20;1020.90
2012;05;12;00;00;13.18;81.71;1028.89;18.90;10.99;95.00;66.00;1031.50;1024.60
2012;05;13;00;00;10.65;65.67;1026.46;15.26;3.80;93.00;44.00;1030.40;1022.80
2012;05;14;00;00;11.12;65.04;1018.98;16.82;3.71;87.00;47.00;1024.20;1013.70
2012;05;15;00;00;9.12;70.75;1014.20;12.44;4.80;84.00;50.00;1019.60;1011.90
2012;05;16;00;00;7.41;69.75;1023.06;9.88;4.09;89.00;56.00;1026.70;1019.50
2012;05;17;00;00;10.36;60.88;1020.01;16.67;3.19;90.00;40.00;1026.40;1012.30
2012;05;18;00;00;12.88;79.04;1011.55;18.34;8.32;92.00;59.00;1012.50;1010.60
2012;05;19;00;00;17.80;68.96;1010.12;23.46;11.22;91.00;49.00;1013.70;1006.30
2012;05;20;00;00;17.27;69.12;1004.31;23.70;11.29;91.00;45.00;1008.00;1000.00
2012;05;21;00;00;15.84;79.17;1000.01;19.24;13.45;93.00;66.00;1002.40;998.90
2012;05;22;00;00;16.51;73.50;1006.60;20.78;11.42;95.00;55.00;1014.40;1000.80
2012;05;23;00;00;17.70;88.04;1019.21;20.37;14.57;97.00;80.00;1023.20;1014.90
2012;05;24;00;00;19.67;79.71;1020.85;26.91;14.97;100.00;45.00;1022.70;1018.20
2012;05;25;00;00;17.76;70.62;1018.62;23.41;13.66;97.00;41.00;1020.40;1016.40
2012;05;26;00;00;16.60;66.75;1017.11;23.09;10.86;94.00;45.00;1018.50;1015.40
2012;05;27;00;00;16.30;68.29;1017.19;21.25;9.78;96.00;49.00;1018.80;1015.70
2012;05;28;00;00;17.71;62.96;1016.10;22.14;12.32;82.00;46.00;1017.30;1014.90
2012;05;29;00;00;19.03;66.12;1014.97;23.34;14.00;82.00;45.00;1016.10;1013.50
2012;05;30;00;00;19.65;64.58;1017.10;24.25;14.57;79.00;48.00;1018.90;1015.90
2012;05;31;00;00;19.16;71.83;1018.47;23.64;15.55;88.00;54.00;1019.90;1017.20
2012;06;01;00;00;17.77;74.58;1018.12;20.79;14.73;89.00;63.00;1019.00;1016.80
2012;06;02;00;00;18.89;72.25;1014.02;24.43;12.58;97.00;48.00;1017.50;1010.10
2012;06;03;00;00;18.53;79.21;1009.82;23.06;14.76;87.00;68.00;1012.60;1007.90
2012;06;04;00;00;15.38;74.58;1013.01;17.32;12.83;86.00;59.00;1015.20;1010.80
2012;06;05;00;00;13.51;70.12;1017.12;17.71;7.62;91.00;54.00;1020.10;1013.40
2012;06;06;00;00;16.23;79.79;1010.40;19.27;12.61;90.00;69.00;1013.00;1008.90
2012;06;07;00;00;19.85;75.17;1006.30;26.12;14.68;91.00;50.00;1010.20;1001.90
2012;06;08;00;00;15.89;81.00;1011.69;18.28;13.83;94.00;66.00;1014.80;1008.00
2012;06;09;00;00;15.46;68.67;1015.57;19.05;11.76;87.00;50.00;1017.70;1013.80
2012;06;10;00;00;15.05;76.50;1011.47;18.40;11.96;90.00;63.00;1015.20;1006.40
2012;06;11;00;00;15.24;76.25;1005.31;17.40;12.17;94.00;65.00;1006.70;1003.30
2012;06;12;00;00;13.19;85.00;1005.65;14.26;11.90;96.00;78.00;1010.40;1002.60
2012;06;13;00;00;13.24;78.71;1015.11;14.98;9.54;86.00;71.00;1019.30;1010.70
2012;06;14;00;00;15.49;73.83;1017.84;20.46;9.55;97.00;53.00;1019.70;1015.50
2012;06;15;00;00;19.96;68.83;1016.69;25.80;11.96;93.00;52.00;1017.40;1015.90
2012;06;16;00;00;21.90;62.33;1017.15;27.29;15.61;90.00;51.00;1018.80;1015.20
2012;06;17;00;00;19.94;75.21;1020.78;23.57;15.98;95.00;60.00;1023.50;1017.20
2012;06;18;00;00;22.07;74.67;1015.99;27.69;15.16;96.00;45.00;1018.40;1013.90
2012;06;19;00;00;21.32;84.29;1015.85;27.40;16.73;96.00;66.00;1018.60;1012.20
2012;06;20;00;00;19.91;88.83;1013.84;21.38;18.05;97.00;80.00;1015.70;1012.00
2012;06;21;00;00;21.14;77.71;1011.04;27.25;15.89;97.00;52.00;1015.10;1008.10
2012;06;22;00;00;17.77;65.75;1020.54;21.05;13.36;94.00;44.00;1022.80;1016.40
2012;06;23;00;00;18.40;64.62;1023.36;22.53;13.83;89.00;46.00;1024.80;1021.80
2012;06;24;00;00;19.46;70.29;1018.35;24.49;14.05;90.00;53.00;1022.90;1014.80
2012;06;25;00;00;17.89;75.75;1017.76;20.82;15.91;91.00;58.00;1020.10;1014.80
2012;06;26;00;00;17.60;80.38;1021.63;21.03;13.66;96.00;65.00;1023.00;1019.90
2012;06;27;00;00;20.46;77.96;1019.63;25.50;14.69;97.00;58.00;1023.10;1015.40
2012;06;28;00;00;23.66;74.50;1011.31;29.85;17.15;87.00;58.00;1015.40;1008.40
2012;06;29;00;00;26.35;63.33;1009.89;32.19;19.56;88.00;43.00;1011.40;1007.60
2012;06;30;00;00;24.21;77.25;1011.62;29.00;19.24;92.00;64.00;1013.90;1009.10
2012;07;01;00;00;16.89;89.58;1017.69;21.13;13.86;94.00;81.00;1021.40;1012.40
2012;07;02;00;00;15.83;93.50;1018.01;18.74;13.12;97.00;89.00;1020.10;1016.60
2012;07;03;00;00;18.25;84.12;1017.61;21.37;15.18;97.00;71.00;1019.40;1015.60
2012;07;04;00;00;20.88;75.71;1012.77;25.18;15.18;96.00;58.00;1016.00;1010.50
2012;07;05;00;00;22.18;71.92;1009.95;27.50;17.55;85.00;50.00;1011.50;1008.30
2012;07;06;00;00;18.48;79.17;1012.40;22.28;14.40;92.00;62.00;1014.10;1010.30
2012;07;07;00;00;20.11;72.38;1013.00;25.01;15.98;90.00;45.00;1014.90;1010.60
2012;07;08;00;00;19.45;72.67;1011.56;23.34;16.00;85.00;55.00;1015.00;1007.70
2012;07;09;00;00;18.83;73.50;1014.63;23.02;13.38;94.00;57.00;1016.00;1013.20
2012;07;10;00;00;19.54;75.54;1014.48;23.71;15.21;97.00;59.00;1015.70;1013.30
2012;07;11;00;00;17.78;72.33;1016.29;20.64;14.44;93.00;52.00;1017.50;1014.40
2012;07;12;00;00;16.36;70.42;1018.38;19.36;11.29;88.00;58.00;1020.00;1016.50
2012;07;13;00;00;18.83;68.92;1010.78;22.93;14.37;86.00;53.00;1016.20;1005.00
2012;07;14;00;00;18.10;64.58;1010.79;20.13;15.53;79.00;53.00;1014.40;1004.60
2012;07;15;00;00;14.23;77.96;1018.42;15.88;11.06;85.00;71.00;1024.80;1014.40
2012;07;16;00;00;15.49;70.33;1026.55;20.08;9.16;89.00;53.00;1027.80;1024.90
2012;07;17;00;00;18.28;69.88;1025.97;21.51;13.80;82.00;59.00;1026.70;1025.00
2012;07;18;00;00;20.10;70.42;1019.34;26.51;12.87;96.00;50.00;1026.00;1013.60
2012;07;19;00;00;19.90;64.46;1013.49;22.16;16.85;79.00;44.00;1015.10;1010.70
2012;07;20;00;00;15.91;85.54;1016.02;18.46;14.09;95.00;70.00;1018.70;1014.20
2012;07;21;00;00;14.92;81.50;1020.43;17.89;11.33;96.00;65.00;1024.00;1018.20
2012;07;22;00;00;14.77;74.92;1024.82;20.57;9.22;96.00;47.00;1026.30;1023.70
2012;07;23;00;00;16.04;70.54;1022.76;23.06;8.09;96.00;49.00;1026.30;1019.20
2012;07;24;00;00;20.09;71.79;1016.78;26.51;12.02;97.00;55.00;1019.60;1014.10
2012;07;25;00;00;23.24;72.79;1014.70;28.92;18.77;94.00;48.00;1015.80;1013.30
2012;07;26;00;00;24.44;64.04;1015.66;30.38;18.15;86.00;44.00;1017.00;1014.60
2012;07;27;00;00;26.02;60.71;1012.05;31.75;20.72;84.00;46.00;1015.40;1008.60
2012;07;28;00;00;21.28;77.33;1011.48;22.89;19.09;87.00;57.00;1012.60;1010.20
2012;07;29;00;00;19.11;73.25;1014.90;21.64;17.46;89.00;54.00;1018.20;1012.20
2012;07;30;00;00;18.24;68.00;1019.00;22.81;11.99;87.00;50.00;1020.30;1017.80
2012;07;31;00;00;20.23;69.96;1018.47;24.44;15.05;90.00;55.00;1020.10;1016.90
2012;08;01;00;00;22.80;68.58;1013.21;29.23;15.90;85.00;50.00;1017.00;1009.60
2012;08;02;00;00;22.54;69.38;1015.01;25.45;18.50;87.00;57.00;1016.80;1012.10
2012;08;03;00;00;20.45;71.42;1016.84;23.47;16.95;89.00;52.00;1018.00;1015.80
2012;08;04;00;00;21.43;70.79;1014.00;25.83;17.00;86.00;55.00;1016.60;1011.30
2012;08;05;00;00;20.66;84.08;1010.49;25.50;17.66;97.00;63.00;1012.40;1008.70
2012;08;06;00;00;17.32;79.42;1015.83;20.07;13.88;96.00;64.00;1020.90;1009.40
2012;08;07;00;00;17.37;71.04;1023.20;21.31;11.77;96.00;56.00;1024.30;1021.50
2012;08;08;00;00;18.25;75.50;1023.60;23.37;13.80;97.00;58.00;1025.10;1021.90
2012;08;09;00;00;19.50;71.88;1022.98;24.67;14.28;92.00;49.00;1023.90;1021.40
2012;08;10;00;00;18.78;76.58;1022.41;23.93;14.25;96.00;54.00;1024.00;1020.70
2012;08;11;00;00;17.73;78.00;1018.95;24.22;12.24;94.00;55.00;1021.90;1015.30
2012;08;12;00;00;18.68;76.46;1013.79;24.86;13.38;89.00;58.00;1015.40;1012.30
2012;08;13;00;00;19.72;78.96;1013.74;23.56;14.90;94.00;64.00;1014.70;1012.70
2012;08;14;00;00;21.84;71.79;1013.19;26.34;16.98;87.00;55.00;1014.20;1012.20
2012;08;15;00;00;23.71;68.42;1011.33;30.99;16.12;91.00;46.00;1015.00;1008.70
2012;08;16;00;00;20.95;72.00;1018.32;23.96;17.54;96.00;55.00;1020.10;1015.40
2012;08;17;00;00;21.49;68.67;1018.99;26.56;15.48;86.00;54.00;1020.10;1018.10
2012;08;18;00;00;24.26;61.96;1018.89;30.11;18.29;75.00;51.00;1019.70;1017.80
2012;08;19;00;00;25.32;62.96;1018.66;31.74;17.64;84.00;53.00;1019.70;1017.00
2012;08;20;00;00;26.86;63.88;1019.16;31.38;21.94;77.00;50.00;1020.70;1018.10
2012;08;21;00;00;26.53;71.75;1016.57;31.61;20.28;90.00;55.00;1019.10;1013.70
2012;08;22;00;00;23.71;72.96;1016.74;26.38;18.75;89.00;61.00;1018.50;1014.60
2012;08;23;00;00;20.98;79.67;1013.88;26.67;16.44;94.00;61.00;1017.80;1009.50
2012;08;24;00;00;20.59;88.42;1009.39;24.35;17.76;97.00;67.00;1010.40;1007.40
2012;08;25;00;00;20.98;75.54;1011.07;24.49;18.14;97.00;50.00;1013.70;1008.90
2012;08;26;00;00;16.48;71.29;1018.66;19.26;12.58;85.00;57.00;1022.70;1014.10
2012;08;27;00;00;17.21;68.96;1020.02;22.79;12.13;87.00;48.00;1023.00;1017.20
2012;08;28;00;00;19.34;73.79;1018.06;24.86;13.33;91.00;58.00;1019.40;1016.60
2012;08;29;00;00;21.88;67.04;1017.88;27.55;15.30;88.00;54.00;1019.70;1015.20
2012;08;30;00;00;17.37;81.92;1019.13;18.74;15.42;90.00;74.00;1020.40;1017.60
2012;08;31;00;00;13.43;82.33;1020.62;15.46;11.52;94.00;70.00;1021.70;1019.50
2012;09;01;00;00;13.31;86.54;1020.99;17.07;9.66;96.00;71.00;1022.40;1019.60
2012;09;02;00;00;15.25;83.75;1022.02;20.12;9.91;96.00;70.00;1023.60;1020.40
2012;09;03;00;00;17.62;81.46;1020.55;23.86;11.66;96.00;59.00;1022.80;1018.20
2012;09;04;00;00;18.69;81.08;1018.18;24.80;13.31;96.00;59.00;1019.60;1015.90
2012;09;05;00;00;18.32;79.54;1018.15;23.41;13.09;96.00;62.00;1019.70;1017.10
2012;09;06;00;00;16.43;81.12;1023.14;21.89;11.62;96.00;61.00;1025.40;1020.10
2012;09;07;00;00;17.32;70.75;1023.92;23.03;12.33;92.00;51.00;1025.60;1022.50
2012;09;08;00;00;19.18;67.42;1020.63;24.95;13.08;89.00;52.00;1023.30;1018.20
2012;09;09;00;00;20.76;64.17;1016.45;26.86;14.27;85.00;53.00;1018.40;1014.80
2012;09;10;00;00;21.99;63.83;1016.48;26.47;17.46;84.00;48.00;1017.60;1015.40
2012;09;11;00;00;20.45;72.42;1015.61;25.08;17.28;92.00;56.00;1016.50;1014.70
2012;09;12;00;00;13.15;82.04;1015.99;15.81;10.52;93.00;51.00;1016.90;1014.40
2012;09;13;00;00;12.32;75.25;1016.61;16.32;7.71;96.00;54.00;1018.80;1015.60
2012;09;14;00;00;13.75;69.33;1017.40;19.10;8.41;86.00;51.00;1019.90;1014.50
2012;09;15;00;00;14.84;76.46;1017.76;19.33;10.95;88.00;62.00;1019.20;1016.40
2012;09;16;00;00;15.98;75.54;1015.74;21.70;10.01;94.00;59.00;1018.40;1013.30
2012;09;17;00;00;18.62;68.50;1014.37;22.92;14.20;85.00;55.00;1015.50;1013.20
2012;09;18;00;00;18.11;76.75;1012.64;23.72;14.37;94.00;60.00;1014.30;1010.80
2012;09;19;00;00;14.03;72.58;1018.87;15.95;10.91;96.00;54.00;1022.80;1013.20
2012;09;20;00;00;12.46;68.25;1022.67;16.68;7.54;89.00;53.00;1024.70;1020.90
2012;09;21;00;00;15.37;69.83;1016.60;23.23;8.00;86.00;46.00;1021.90;1011.70
2012;09;22;00;00;15.08;84.62;1015.58;16.65;13.74;93.00;75.00;1018.10;1011.70
2012;09;23;00;00;17.10;76.62;1011.93;24.69;11.11;92.00;56.00;1018.00;1004.70
2012;09;24;00;00;15.76;77.29;1003.49;20.05;12.19;93.00;56.00;1006.40;1000.80
2012;09;25;00;00;15.63;75.00;1002.80;22.14;11.12;96.00;46.00;1006.50;1000.10
2012;09;26;00;00;12.95;84.71;1003.19;17.15;10.33;96.00;69.00;1008.20;1000.40
2012;09;27;00;00;12.62;71.04;1012.36;17.81;8.03;91.00;51.00;1019.30;1008.10
2012;09;28;00;00;12.76;77.00;1018.75;17.74;8.16;96.00;57.00;1021.20;1016.10
2012;09;29;00;00;13.94;74.88;1017.20;17.11;11.54;89.00;63.00;1018.90;1016.00
2012;09;30;00;00;12.56;82.29;1019.74;17.08;7.88;97.00;67.00;1021.50;1018.10
2012;10;01;00;00;13.65;79.29;1018.50;16.42;11.88;94.00;66.00;1019.40;1017.40
2012;10;02;00;00;13.92;71.71;1019.51;18.09;9.77;95.00;54.00;1020.70;1018.10
2012;10;03;00;00;15.39;68.54;1017.20;19.67;10.98;88.00;53.00;1019.10;1015.30
2012;10;04;00;00;15.45;73.33;1015.30;19.67;12.86;90.00;54.00;1019.30;1012.50
2012;10;05;00;00;16.20;75.08;1017.45;21.99;10.83;95.00;58.00;1019.40;1015.50
2012;10;06;00;00;17.46;68.46;1016.30;22.90;9.80;94.00;48.00;1017.30;1015.10
2012;10;07;00;00;14.89;85.21;1017.91;17.17;12.00;91.00;77.00;1022.30;1013.80
2012;10;08;00;00;13.39;83.29;1018.49;17.50;8.54;96.00;71.00;1022.20;1012.80
2012;10;09;00;00;16.06;87.83;1012.74;17.78;11.82;96.00;82.00;1015.70;1009.30
2012;10;10;00;00;12.25;92.21;1014.16;13.38;10.48;96.00;86.00;1015.40;1012.50
2012;10;11;00;00;14.73;83.25;1009.96;18.20;11.71;96.00;73.00;1014.20;1007.00
2012;10;12;00;00;13.33;82.50;1011.77;16.07;9.79;95.00;75.00;1018.80;1007.10
2012;10;13;00;00;11.15;74.92;1013.51;15.98;7.19;96.00;57.00;1019.50;1009.60
2012;10;14;00;00;12.25;69.29;1003.38;17.87;7.30;89.00;44.00;1010.10;997.70
2012;10;15;00;00;8.14;73.12;1009.75;11.27;4.93;86.00;58.00;1015.10;1003.50
2012;10;16;00;00;9.40;71.08;1012.80;16.13;2.89;88.00;47.00;1014.90;1010.40
2012;10;17;00;00;13.74;75.46;1012.42;20.14;8.59;94.00;54.00;1013.50;1011.30
2012;10;18;00;00;12.12;82.00;1013.41;20.83;3.30;97.00;60.00;1014.60;1011.80
2012;10;19;00;00;14.11;82.54;1014.77;23.16;4.72;100.00;57.00;1016.20;1012.70
2012;10;20;00;00;15.54;80.42;1017.97;22.97;9.15;98.00;54.00;1020.10;1016.50
2012;10;21;00;00;16.28;81.88;1017.44;23.31;9.25;100.00;62.00;1019.20;1015.50
2012;10;22;00;00;17.11;84.38;1018.12;21.95;13.34;100.00;58.00;1020.20;1016.50
2012;10;23;00;00;11.20;78.17;1021.27;14.70;5.99;98.00;63.00;1022.80;1020.10
2012;10;24;00;00;9.85;76.12;1018.49;14.22;2.96;94.00;59.00;1021.00;1016.20
2012;10;25;00;00;10.08;81.79;1014.13;15.44;3.18;98.00;67.00;1016.80;1010.80
2012;10;26;00;00;10.10;80.92;1004.79;13.44;5.05;95.00;71.00;1010.70;997.40
2012;10;27;00;00;2.47;92.12;999.98;7.06;0.41;95.00;79.00;1007.60;993.70
2012;10;28;00;00;1.86;76.50;1010.62;4.53;-0.91;92.00;62.00;1016.40;1007.10
2012;10;29;00;00;1.79;75.67;1016.80;5.76;-2.05;95.00;57.00;1019.00;1014.40
2012;10;30;00;00;5.99;76.88;1009.53;10.33;2.08;90.00;64.00;1013.80;1006.70
2012;10;31;00;00;6.58;73.62;1001.61;11.47;1.15;90.00;56.00;1006.00;995.70
2012;11;01;00;00;9.47;72.21;992.84;13.34;6.21;88.00;55.00;997.30;990.00
2012;11;02;00;00;9.59;72.75;1003.12;13.40;5.38;86.00;59.00;1007.30;998.70
2012;11;03;00;00;13.32;67.42;1004.63;17.56;9.40;94.00;51.00;1007.90;1002.60
2012;11;04;00;00;11.70;85.83;1002.92;17.35;7.76;97.00;65.00;1007.60;999.70
2012;11;05;00;00;8.40;81.08;1006.53;10.61;6.24;91.00;69.00;1012.80;1002.40
2012;11;06;00;00;6.36;82.67;1018.99;8.24;4.03;91.00;71.00;1026.30;1012.70
2012;11;07;00;00;6.74;75.38;1029.24;10.50;2.09;89.00;62.00;1030.60;1026.90
2012;11;08;00;00;8.09;75.12;1023.33;11.42;4.88;83.00;61.00;1027.30;1019.90
2012;11;09;00;00;9.54;75.25;1016.18;14.28;4.53;90.00;59.00;1021.40;1011.40
2012;11;10;00;00;10.82;86.38;1006.77;15.08;8.20;96.00;75.00;1011.30;1002.90
2012;11;11;00;00;9.31;94.71;1011.66;10.33;8.75;97.00;91.00;1020.40;1006.70
2012;11;12;00;00;6.45;91.21;1025.79;8.47;4.81;96.00;83.00;1029.20;1021.00
2012;11;13;00;00;5.72;90.54;1030.06;9.14;3.58;96.00;83.00;1032.30;1028.30
2012;11;14;00;00;6.53;85.00;1026.05;11.18;3.15;96.00;73.00;1028.90;1023.80
2012;11;15;00;00;5.36;86.92;1022.36;9.19;2.79;96.00;74.00;1024.00;1020.60
2012;11;16;00;00;6.12;77.83;1019.12;9.73;3.03;96.00;63.00;1021.10;1016.90
2012;11;17;00;00;7.84;74.12;1013.88;11.87;4.13;89.00;59.00;1016.70;1011.10
